2015-12-21,Marshall,90,Wyoming,82
2015-12-21,Stanford,70,Sacramento St.,60
2015-12-21,Southern California,70,SIU Edwardsville,51
2015-12-21,St. Mary&#039;s (CA),74,San Francisco,52
2015-12-22,Hawaii,68,UNI,52
2015-12-22,Hartford,69,Widener,46
2015-12-22,Richmond,74,Presbyterian,44
2015-12-22,George Mason,71,Wagner,60
2015-12-22,Winthrop,92,Alabama St.,84
2015-12-22,Northeastern,77,Vermont,65
2015-12-22,Saint Joseph&#039;s,79,Virginia Tech,62
2015-12-22,Campbell,68,Col. of Charleston,86
2015-12-22,N.C. Central,57,Eastern Ill.,52
2015-12-22,New Mexico,78,Auburn,83
2015-12-22,Texas Tech,65,UALR,53
2015-12-22,San Jose St.,128,LIFE Pacific,66
2015-12-22,Chattanooga,77,Radford,75
2015-12-22,Arizona St.,80,Stephen F. Austin,73
2015-12-22,Hampton,81,Nicholls St.,84
2015-12-22,UC Santa Barbara,80,Iona,76
2015-12-22,Montana,75,Montana-Western,43
2015-12-22,Boston College,64,Fordham,55
2015-12-22,Ole Miss,83,Troy,80
2015-12-22,Md.-East. Shore,115,Central Penn,86
2015-12-22,Neb. Omaha,74,Southern U.,53
2015-12-22,La Salle,49,Miami (FL),95
2015-12-22,Harvard,85,BYU,82
2015-12-22,Canisius,108,La.-Monroe,96
2015-12-22,Indiana,99,Kennesaw St.,72
2015-12-22,Georgia,71,Clemson,48
2015-12-22,UNC Wilmington,102,Utah Valley,77
2015-12-22,Brown,83,Marist,84
2015-12-22,Seton Hall,66,South Fla.,49
2015-12-22,FGCU,63,Louisiana Tech,66
2015-12-22,UCF,101,Bethune-Cookman,96
2015-12-22,James Madison,73,Mt. St. Mary&#039;s,53
2015-12-22,Oakland,93,Michigan St.,99
2015-12-22,Siena,73,St. Bonaventure,70
2015-12-22,Princeton,89,Bucknell,77
2015-12-22,East Carolina,98,South Carolina St.,71
2015-12-22,Tulane,59,Southern Miss.,40
2015-12-22,Charlotte,59,Georgetown,62
2015-12-22,Western Mich.,86,IPFW,89
2015-12-22,Cincinnati,79,Iowa St.,81
2015-12-22,Dayton,64,Miami (OH),63
2015-12-22,Wright St.,65,Murray St.,49
2015-12-22,North Carolina St.,58,UNC Greensboro,52
2015-12-22,Ga. Southern,78,Stetson,58
2015-12-22,UTEP,87,Sam Houston St.,68
2015-12-22,Fairfield,94,Loyola Maryland,88
2015-12-22,Florida,89,Jacksonville,65
2015-12-22,Dartmouth,78,Longwood,54
2015-12-22,Georgia St.,64,Middle Tenn.,62
2015-12-22,Indiana St.,73,Ball St.,61
2015-12-22,Illinois St.,66,Tennessee St.,55
2015-12-22,Central Mich.,72,Howard,52
2015-12-22,Drexel,53,Penn,52
2015-12-22,Lehigh,62,Stony Brook,75
2015-12-22,Syracuse,82,Montana St.,60
2015-12-22,Tennessee,76,East Tenn. St.,67
2015-12-22,Binghamton,49,FIU,66
2015-12-22,VCU,90,Buffalo,69
2015-12-22,Wake Forest,70,Xavier,78
2015-12-22,Old Dominion,71,Rhode Island,65
2015-12-22,Long Island,66,Incarnate Word,59
2015-12-22,Villanova,78,Delaware,48
2015-12-22,Hofstra,68,Fla. Atlantic,54
2015-12-22,Navy,62,Furman,49
2015-12-22,UTRGV,50,North Dakota St.,68
2015-12-22,Northern Ill.,85,Roosevelt,52
2015-12-22,Ill.-Chicago,91,Purdue-Calumet,74
2015-12-22,Wichita St.,98,Nevada,69
2015-12-22,Western Ky.,79,Detroit,74
2015-12-22,Arkansas,97,North Florida,72
2015-12-22,Missouri St.,74,Southeast Mo. St.,78
2015-12-22,LSU,79,American,51
2015-12-22,UAB,116,Hiwassee,43
2015-12-22,Purdue,68,Vanderbilt,55
2015-12-22,Drake,87,Abilene Christian,70
2015-12-22,SMU,90,Kent St.,74
2015-12-22,UTSA,73,Cal Poly,88
2015-12-22,Evansville,91,Alabama A&amp;M,70
2015-12-22,Memphis,84,IUPUI,48
2015-12-22,Nebraska,81,Prairie View,50
2015-12-22,Wyoming,89,Houston,94
2015-12-22,Tulsa,90,Northern Ariz.,55
2015-12-22,Austin Peay,84,Wofford,77
2015-12-22,Kansas St.,63,North Dakota,49
2015-12-22,South Ala.,74,Rice,67
2015-12-22,Arkansas St.,77,Central Ark.,67
2015-12-22,Butler,88,Southern Utah,52
2015-12-22,Iowa,85,Tennessee Tech,63
2015-12-22,DePaul,82,George Washington,61
2015-12-22,Ohio St.,64,Mercer,44
2015-12-22,Louisville,75,UMKC,47
2015-12-22,Weber St.,99,South Dakota St.,95
2015-12-22,St. John&#039;s (NY),61,South Carolina,75
2015-12-22,Virginia,63,California,62
2015-12-22,Air Force,80,Johnson &amp; Wales (CO),56
2015-12-22,Utah,105,Delaware St.,58
2015-12-22,Arizona,85,Long Beach St.,70
2015-12-22,Norfolk St.,62,UC Irvine,80
2015-12-22,UC Davis,51,Idaho,68
2015-12-22,UNLV,103,South Dakota,68
2015-12-22,UC Riverside,63,Denver,54
2015-12-22,Bakersfield,78,Portland St.,66
2015-12-22,Utah St.,69,Idaho St.,58
2015-12-22,Marshall,81,Grand Canyon,85
2015-12-22,Penn St.,70,Colorado,71
2015-12-22,UCLA,67,McNeese St.,53
2015-12-22,San Diego St.,57,Kansas,70
2015-12-22,Washington,79,Seattle,68
2015-12-22,Washington St.,60,Oklahoma,88
2015-12-23,UConn,99,Central Conn. St.,52
2015-12-23,Cleveland St.,47,Bowling Green,62
2015-12-23,Davidson,81,Morehead St.,77
2015-12-23,Towson,91,UMBC,65
2015-12-23,Hampton,75,La.-Monroe,64
2015-12-23,BYU,96,New Mexico,66
2015-12-23,Iona,64,Akron,78
2015-12-23,St. Peter&#039;s,56,St. Francis (NY),45
2015-12-23,UMKC,56,UNC Wilmington,76
2015-12-23,Nicholls St.,74,Canisius,83
2015-12-23,Harvard,69,Auburn,51
2015-12-23,Cornell,69,Monmouth,78
2015-12-23,Morgan St.,49,Rider,71
2015-12-23,Rutgers,72,Fairleigh Dickinson,64
2015-12-23,Michigan,96,Bryant,60
2015-12-23,Georgia Tech,76,Colgate,60
2015-12-23,Louisville,98,Utah Valley,68
2015-12-23,Missouri,63,Illinois,68
2015-12-23,Pittsburgh,79,Western Caro.,73
2015-12-23,Albany (NY),65,Niagara,56
2015-12-23,Northern Ky.,88,Indiana-Kokomo,44
2015-12-23,Idaho St.,76,UTRGV,64
2015-12-23,Minnesota,65,Milwaukee,74
2015-12-23,Kent St.,69,Penn St.,75
2015-12-23,Bradley,49,TCU,53
2015-12-23,Baylor,85,New Mexico St.,70
2015-12-23,Mississippi St.,93,Northern Colo.,69
2015-12-23,Gonzaga,85,Loyola Marymount,62
2015-12-23,Portland,87,Pepperdine,79
2015-12-23,Wisconsin,84,Green Bay,79
2015-12-23,Hawaii,81,Oklahoma,84
2015-12-23,San Francisco,89,Pacific,76
2015-12-23,San Diego,81,Cal St. Northridge,63
2015-12-23,Utah St.,76,North Dakota St.,62
2015-12-23,Southern California,100,Lafayette,64
2015-12-23,SMU,70,Colorado,66
2015-12-23,Santa Clara,59,St. Mary&#039;s (CA),81
2015-12-23,UNI,63,Washington St.,59
2015-12-25,Washington St.,82,New Mexico,59
2015-12-25,UNI,76,BYU,84
2015-12-25,Hawaii,79,Auburn,67
2015-12-25,Oklahoma,83,Harvard,71
2015-12-26,Kentucky,75,Louisville,73
2015-12-27,Bucknell,91,Fairfield,101
2015-12-27,Syracuse,80,Texas Southern,67
2015-12-27,Marquette,84,Presbyterian,66
2015-12-27,Radford,123,Central Penn,63
2015-12-27,Southeast Mo. St.,94,Harris-Stowe,84
2015-12-27,Maryland,87,Marshall,67
2015-12-27,Fresno St.,89,Pacific Union,46
2015-12-27,VCU,85,Liberty,57
2015-12-27,South Dakota St.,65,Middle Tenn.,61
2015-12-27,Ohio St.,73,South Carolina St.,57
2015-12-27,Northwestern,74,Loyola Maryland,59
2015-12-27,Stanford,83,Carroll (MT),38
2015-12-28,Morgan St.,72,UC Riverside,81
2015-12-28,Houston,76,Nicholls St.,49
2015-12-28,Boston U.,86,Kean,53
2015-12-28,Army,91,Monmouth,84
2015-12-28,North Carolina,96,UNC Greensboro,63
2015-12-28,Longwood,90,Phila. Biblical,52
2015-12-28,Butler,92,IUPUI,54
2015-12-28,Gardner-Webb,101,Middle Ga. St.,78
2015-12-28,Oakland,101,Chicago St.,93
2015-12-28,Eastern Mich.,88,Detroit,73
2015-12-28,Rutgers,89,Mass.-Lowell,66
2015-12-28,Brown,81,Bethune-Cookman,73
2015-12-28,Iona,77,Drexel,70
2015-12-28,High Point,96,Methodist,50
2015-12-28,Hofstra,80,Sacred Heart,73
2015-12-28,Winthrop,116,Rio Grande,84
2015-12-28,Morehead St.,72,Green Bay,78
2015-12-28,St. Peter&#039;s,62,Cornell,65
2015-12-28,Villanova,77,Penn,57
2015-12-28,Columbia,72,Howard,59
2015-12-28,NJIT,61,Stony Brook,83
2015-12-28,Louisiana Tech,77,Prairie View,58
2015-12-28,TCU,75,Delaware St.,47
2015-12-28,Duke,105,Elon,66
2015-12-28,UNC Wilmington,106,Campbell,83
2015-12-28,Western Ky.,93,Brescia,66
2015-12-28,Eastern Ill.,78,Hannibal-La Grange,53
2015-12-28,South Dakota,89,FGCU,81
2015-12-28,Belmont,85,Valparaiso,81
2015-12-28,SIU Edwardsville,75,Grand Canyon,86
2015-12-28,Austin Peay,70,A&amp;M-Corpus Chris,74
2015-12-28,Weber St.,114,Multnomah Bible,47
2015-12-28,Creighton,102,Coppin St.,77
2015-12-28,Utah,115,Col. of Idaho,74
2015-12-28,California,86,Davidson,60
2015-12-28,Arizona St.,75,Bakersfield,59
2015-12-28,Seattle,80,UC Davis,75
2015-12-28,St. Mary&#039;s (CA),65,Utah Valley,50
2015-12-28,Sacramento St.,78,Pacific Union,49
2015-12-28,Washington,78,UC Santa Barbara,83
2015-12-29,Hawaii,77,Mississippi Val.,48
2015-12-29,Fla. Atlantic,48,UT Martin,57
2015-12-29,Tennessee,74,Tennessee St.,69
2015-12-29,Memphis,77,Tulane,65
2015-12-29,Eastern Ky.,76,Manhattan,64
2015-12-29,Vermont,73,Siena,64
2015-12-29,Cincinnati,70,Temple,77
2015-12-29,Baylor,72,Texas Southern,59
2015-12-29,UAB,76,Stephen F. Austin,66
2015-12-29,Texas Tech,85,Richmond,70
2015-12-29,Tulsa,69,SMU,81
2015-12-29,Notre Dame,73,Liberty,56
2015-12-29,Colorado St.,77,Regis (CO),53
2015-12-29,New Orleans,94,Blue Mountain,61
2015-12-29,Florida,71,Florida St.,73
2015-12-29,Centenary (LA),69,Northwestern St.,92
2015-12-29,UCF,50,George Washington,67
2015-12-29,Oklahoma St.,61,UMKC,43
2015-12-29,North Carolina St.,72,Northeastern,66
2015-12-29,Jacksonville,69,Marist,68
2015-12-29,Miami (FL),76,Princeton,64
2015-12-29,Maine,98,Quinnipiac,95
2015-12-29,Wisconsin,55,Purdue,61
2015-12-29,Ball St.,63,Alabama A&amp;M,62
2015-12-29,Georgia Tech,73,Duquesne,67
2015-12-29,Cleveland St.,77,Cedarville,37
2015-12-29,FIU,65,Florida A&amp;M,45
2015-12-29,Old Dominion,68,Norfolk St.,57
2015-12-29,LSU,71,Wake Forest,77
2015-12-29,Binghamton,62,Mt. St. Mary&#039;s,53
2015-12-29,Georgia,79,Robert Morris,67
2015-12-29,N.C. Central,107,Montreat,68
2015-12-29,Buffalo,99,Delaware,79
2015-12-29,Charlotte,111,Citadel,93
2015-12-29,Massachusetts,83,Long Island,79
2015-12-29,St. Francis (NY),66,Albany (NY),71
2015-12-29,Saint Joseph&#039;s,78,Md.-East. Shore,68
2015-12-29,UNC Asheville,67,Furman,65
2015-12-29,Charleston So.,92,St. Andrews,39
2015-12-29,William &amp; Mary,88,Central Mich.,84
2015-12-29,Lipscomb,56,Chattanooga,80
2015-12-29,Southern Miss.,66,Southeastern Okla.,52
2015-12-29,Lamar,97,Howard Payne,74
2015-12-29,Alabama,67,Jacksonville St.,59
2015-12-29,Samford,104,Miles,76
2015-12-29,Kansas St.,75,Saint Louis,47
2015-12-29,Texas A&amp;M,82,Cal Poly,63
2015-12-29,Ill.-Chicago,65,Northern Ill.,70
2015-12-29,Houston Baptist,101,Ecclesia,47
2015-12-29,North Texas,69,Sam Houston St.,64
2015-12-29,Rice,76,Incarnate Word,82
2015-12-29,Air Force,86,Western St.,66
2015-12-29,Kansas,78,UC Irvine,53
2015-12-29,Texas,66,UConn,71
2015-12-29,Idaho St.,84,Cal St. Northridge,79
2015-12-29,UTEP,85,UTRGV,64
2015-12-29,Iowa,83,Michigan St.,70
2015-12-29,Oregon,88,Western Ore.,60
2015-12-29,Missouri,78,Ark.-Pine Bluff,25
2015-12-29,Portland St.,89,Cal St. Fullerton,82
2015-12-30,Virginia Tech,63,West Virginia,88
2015-12-30,Stetson,93,Florida Tech,83
2015-12-30,Rutgers,72,Indiana,79
2015-12-30,South Fla.,67,Houston,73
2015-12-30,Boston College,72,New Hampshire,67
2015-12-30,Kennesaw St.,73,Mercer,76
2015-12-30,Western Caro.,82,Mars Hill,62
2015-12-30,Illinois,68,Michigan,78
2015-12-30,Nebraska,72,Northwestern,81
2015-12-30,Duke,103,Long Beach St.,81
2015-12-30,N.C. A&amp;T,60,Kent St.,61
2015-12-30,Maryland,70,Penn St.,64
2015-12-30,Alcorn St.,81,Louisiana Col.,69
2015-12-30,Virginia,71,Oakland,58
2015-12-30,East Tenn. St.,75,Morehead St.,72
2015-12-30,St. Bonaventure,82,Niagara,68
2015-12-30,Ohio St.,78,Minnesota,63
2015-12-30,VCU,80,North Florida,68
2015-12-30,Lehigh,82,Army,88
2015-12-30,Wagner,76,Mass.-Lowell,62
2015-12-30,South Carolina,78,Francis Marion,56
2015-12-30,Toledo,90,Northern Ky.,73
2015-12-30,IPFW,90,Oral Roberts,84
2015-12-30,Brown,85,Rhode Island,88
2015-12-30,Marquette,63,Seton Hall,83
2015-12-30,Ohio,81,UC Riverside,59
2015-12-30,Bucknell,88,Navy,58
2015-12-30,Akron,78,South Carolina St.,68
2015-12-30,Central Conn. St.,42,Yale,62
2015-12-30,St. Francis (PA),65,NJIT,77
2015-12-30,Colgate,77,Lafayette,70
2015-12-30,North Carolina,80,Clemson,69
2015-12-30,VMI,72,Bridgewater (VA),37
2015-12-30,Rider,82,Hartford,80
2015-12-30,Middle Tenn.,82,Trevecca Nazarene,67
2015-12-30,Holy Cross,80,Boston U.,64
2015-12-30,S.C. Upstate,88,Lees-McRae,60
2015-12-30,Loyola Maryland,75,American,67
2015-12-30,Murray St.,101,Brescia,75
2015-12-30,Evansville,70,Indiana St.,62
2015-12-30,Illinois St.,74,Missouri St.,61
2015-12-30,Dayton,85,Arkansas,81
2015-12-30,Loyola (IL),62,Southern Ill.,72
2015-12-30,UNI,80,Bradley,44
2015-12-30,Austin Peay,112,Westminster (MO),61
2015-12-30,North Dakota St.,105,Northland,47
2015-12-30,Iowa St.,104,Coppin St.,84
2015-12-30,Abilene Christian,90,Vanguard,48
2015-12-30,Alabama St.,105,Fort Valley St.,89
2015-12-30,South Ala.,60,UALR,69
2015-12-30,Texas-Arlington,85,Georgia St.,70
2015-12-30,Jackson St.,89,Southeastern La.,66
2015-12-30,Troy,81,Arkansas St.,84
2015-12-30,Texas St.,80,Ga. Southern,66
2015-12-30,Boise St.,64,UC Davis,56
2015-12-30,DePaul,58,Georgetown,70
2015-12-30,Vanderbilt,86,Western Mich.,61
2015-12-30,Pittsburgh,72,Syracuse,61
2015-12-30,New Mexico,88,Nevada,76
2015-12-30,New Mexico St.,81,Arizona Christian,61
2015-12-30,San Diego St.,67,Wyoming,55
2015-12-30,Seattle,50,UC Santa Barbara,88
2015-12-30,San Jose St.,71,Utah St.,80
2015-12-30,UNLV,66,Fresno St.,69
2015-12-31,Villanova,95,Xavier,64
2015-12-31,Central Mich.,87,Lourdes,66
2015-12-31,Southeast Mo. St.,82,Belmont,92
2015-12-31,UMBC,89,Md.-East. Shore,75
2015-12-31,James Madison,62,Col. of Charleston,65
2015-12-31,UNC Wilmington,75,Drexel,63
2015-12-31,Hofstra,90,Delaware,80
2015-12-31,Winthrop,83,Campbell,90
2015-12-31,William &amp; Mary,69,Towson,76
2015-12-31,FGCU,86,La Salle,77
2015-12-31,Dartmouth,60,Bryant,62
2015-12-31,Mississippi St.,71,N.C. Central,48
2015-12-31,Jacksonville,74,Bethune-Cookman,70
2015-12-31,Ball St.,73,Chicago St.,48
2015-12-31,Elon,79,Northeastern,86
2015-12-31,Longwood,61,UNC Asheville,70
2015-12-31,Wichita St.,67,Drake,47
2015-12-31,Northern Ariz.,84,Montana,90
2015-12-31,St. John&#039;s (NY),70,Creighton,80
2015-12-31,Harvard,77,Wofford,57
2015-12-31,Butler,73,Providence,81
2015-12-31,La.-Monroe,72,Appalachian St.,56
2015-12-31,Bakersfield,80,Morgan St.,68
2015-12-31,Tennessee Tech,94,Eastern Ill.,84
2015-12-31,Jacksonville St.,72,SIU Edwardsville,67
2015-12-31,Santa Clara,77,Gonzaga,79
2015-12-31,North Dakota,71,Idaho,74
2015-12-31,Gardner-Webb,65,Coastal Caro.,61
2015-12-31,Southern Utah,93,Montana St.,82
2015-12-31,High Point,77,Radford,60
2015-12-31,Northern Colo.,96,Eastern Wash.,90
2015-12-31,San Francisco,107,Portland,95
2015-12-31,Pacific,77,San Diego,75
2015-12-31,St. Mary&#039;s (CA),85,BYU,74
2016-01-01,Neb. Omaha,82,Western Ill.,80
2016-01-01,South Dakota,66,IUPUI,77
2016-01-01,UTSA,66,North Texas,70
2016-01-01,South Dakota St.,68,Denver,59
2016-01-01,UTEP,61,Rice,60
2016-01-01,Stanford,70,Utah,68
2016-01-01,Washington St.,77,Southern California,90
2016-01-01,Washington,96,UCLA,93
2016-01-01,California,79,Colorado,65
2016-01-02,Seton Hall,78,DePaul,74
2016-01-02,Clemson,84,Florida St.,75
2016-01-02,Kansas St.,83,West Virginia,87
2016-01-02,Eastern Mich.,77,North Florida,82
2016-01-02,North Carolina,86,Georgia Tech,78
2016-01-02,Old Dominion,74,Charlotte,65
2016-01-02,Delaware,63,James Madison,73
2016-01-02,Temple,50,Houston,77
2016-01-02,Michigan,79,Penn St.,56
2016-01-02,Richmond,73,Saint Joseph&#039;s,77
2016-01-02,Penn,80,Binghamton,45
2016-01-02,Stetson,103,Webber Int&#039;l,53
2016-01-02,Western Mich.,76,Jacksonville,72
2016-01-02,Citadel,78,Chattanooga,84
2016-01-02,Navy,65,Holy Cross,60
2016-01-02,Xavier,88,Butler,69
2016-01-02,Lafayette,78,Loyola Maryland,81
2016-01-02,Coastal Caro.,82,Winthrop,63
2016-01-02,Auburn,83,Tennessee,77
2016-01-02,Northern Ariz.,72,Montana St.,74
2016-01-02,Air Force,64,San Jose St.,57
2016-01-02,Green Bay,86,Northern Ky.,70
2016-01-02,S.C. Upstate,70,UMKC,68
2016-01-02,Mercer,69,Samford,50
2016-01-02,Virginia Tech,73,North Carolina St.,68
2016-01-02,Indiana St.,73,Loyola (IL),58
2016-01-02,Alabama,68,Norfolk St.,49
2016-01-02,Mt. St. Mary&#039;s,79,Long Island,63
2016-01-02,Longwood,66,Gardner-Webb,67
2016-01-02,Wisconsin,79,Rutgers,57
2016-01-02,Maine,98,Brown,92
2016-01-02,Western Caro.,66,East Tenn. St.,82
2016-01-02,Valparaiso,75,Ill.-Chicago,47
2016-01-02,Lehigh,81,Boston U.,73
2016-01-02,Quinnipiac,66,Iona,78
2016-01-02,Northern Ill.,91,Judson,48
2016-01-02,Texas Tech,82,Texas,74
2016-01-02,Liberty,69,UNC Asheville,76
2016-01-02,Duquesne,58,Dayton,66
2016-01-02,Miami (FL),64,Syracuse,51
2016-01-02,Oakland,86,Cleveland St.,68
2016-01-02,North Dakota,79,Eastern Wash.,71
2016-01-02,Murray St.,62,Morehead St.,57
2016-01-02,Detroit,96,Youngstown St.,87
2016-01-02,Minnesota,61,Michigan St.,69
2016-01-02,Missouri,81,Savannah St.,50
2016-01-02,Army,76,Bucknell,84
2016-01-02,Providence,83,St. John&#039;s (NY),65
2016-01-02,Miami (OH),67,South Carolina St.,71
2016-01-02,St. Francis (PA),73,Wagner,65
2016-01-02,Santa Clara,84,Portland,77
2016-01-02,Campbell,63,Presbyterian,70
2016-01-02,William &amp; Mary,78,Col. of Charleston,70
2016-01-02,Milwaukee,82,Wright St.,84
2016-01-02,Missouri St.,59,Evansville,76
2016-01-02,Oklahoma St.,69,TCU,48
2016-01-02,FGCU,68,Eckerd,57
2016-01-02,Elon,83,Drexel,78
2016-01-02,Northwestern St.,73,Houston Baptist,99
2016-01-02,Pittsburgh,92,Md.-East. Shore,58
2016-01-02,Nebraska,69,Indiana,79
2016-01-02,Northern Colo.,70,Idaho,75
2016-01-02,NJIT,86,UMBC,83
2016-01-02,Robert Morris,65,Sacred Heart,69
2016-01-02,Furman,85,VMI,57
2016-01-02,Bowling Green,87,Oakland City,56
2016-01-02,Kansas,102,Baylor,74
2016-01-02,Cincinnati,76,Tulsa,57
2016-01-02,Bryant,88,Central Conn. St.,72
2016-01-02,Nicholls St.,67,Lamar,79
2016-01-02,Rhode Island,85,Saint Louis,57
2016-01-02,Boston College,64,Duke,81
2016-01-02,Fairleigh Dickinson,86,St. Francis (NY),77
2016-01-02,Texas A&amp;M,92,Arkansas,69
2016-01-02,Virginia,77,Notre Dame,66
2016-01-02,VCU,71,George Mason,47
2016-01-02,South Ala.,67,Arkansas St.,89
2016-01-02,Troy,61,UALR,67
2016-01-02,Southeast Mo. St.,66,Tennessee St.,72
2016-01-02,Central Ark.,61,Abilene Christian,62
2016-01-02,Georgetown,80,Marquette,70
2016-01-02,Texas St.,46,Georgia St.,58
2016-01-02,Charleston So.,73,High Point,78
2016-01-02,Jacksonville St.,64,Eastern Ill.,75
2016-01-02,Incarnate Word,72,Sam Houston St.,78
2016-01-02,Nevada,71,Wyoming,68
2016-01-02,South Carolina,86,Memphis,76
2016-01-02,UNC Wilmington,63,Northeastern,65
2016-01-02,UC Davis,74,Holy Names,49
2016-01-02,East Carolina,68,UCF,71
2016-01-02,Purdue,63,Iowa,70
2016-01-02,Pacific,67,BYU,81
2016-01-02,Grambling,81,Alabama A&amp;M,78
2016-01-02,Jackson St.,68,Alabama St.,61
2016-01-02,Kentucky,83,Ole Miss,61
2016-01-02,Wofford,87,UNC Greensboro,76
2016-01-02,Oklahoma,87,Iowa St.,83
2016-01-02,Stephen F. Austin,86,McNeese St.,57
2016-01-02,UC Santa Barbara,87,Point Loma,46
2016-01-02,UT Martin,122,Boyce,60
2016-01-02,Louisiana Tech,87,Southern Miss.,57
2016-01-02,Cornell,70,Albany (NY),75
2016-01-02,IPFW,126,Purdue-North Cent.,95
2016-01-02,Towson,58,Hofstra,90
2016-01-02,Manhattan,72,Fairfield,66
2016-01-02,Siena,75,Niagara,63
2016-01-02,Kent St.,104,Oberlin,58
2016-01-02,Boise St.,84,Colorado St.,80
2016-01-02,Stony Brook,69,Columbia,60
2016-01-02,Hartford,53,Yale,88
2016-01-02,Akron,80,Lipscomb,73
2016-01-02,Marist,83,Canisius,92
2016-01-02,SMU,72,South Fla.,58
2016-01-02,Tulane,67,UConn,75
2016-01-02,UC Riverside,48,Bakersfield,67
2016-01-02,Florida,77,Georgia,63
2016-01-02,St. Bonaventure,97,Davidson,85
2016-01-02,Southern Ill.,75,UNI,73
2016-01-02,Austin Peay,70,Eastern Ky.,79
2016-01-02,Pepperdine,68,Loyola Marymount,65
2016-01-02,Northwestern,59,Maryland,72
2016-01-02,UTRGV,89,Our Lady Of The Lake,81
2016-01-02,Louisiana,79,Appalachian St.,58
2016-01-02,Texas-Arlington,92,Ga. Southern,72
2016-01-02,Prairie View,70,Alcorn St.,73
2016-01-02,Texas Southern,88,Southern U.,66
2016-01-02,Tennessee Tech,86,SIU Edwardsville,63
2016-01-02,Weber St.,77,Idaho St.,56
2016-01-02,Southern Utah,66,Montana,83
2016-01-02,Utah Valley,88,San Diego Christian,79
2016-01-02,Vanderbilt,82,LSU,90
2016-01-02,Fresno St.,62,New Mexico,77
2016-01-02,St. Mary&#039;s (CA),79,San Diego,46
2016-01-02,Cal St. Fullerton,75,Cal St. East Bay,52
2016-01-02,Utah St.,67,San Diego St.,70
2016-01-02,Creighton,71,Villanova,85
2016-01-02,Portland St.,76,Sacramento St.,68
2016-01-02,Cal St. Northridge,88,Morgan St.,74
2016-01-02,UC Irvine,54,New Mexico St.,52
2016-01-02,Hawaii,94,Howard,59
2016-01-02,San Francisco,94,Gonzaga,102
2016-01-03,Marshall,94,Western Ky.,76
2016-01-03,North Dakota St.,75,Denver,49
2016-01-03,American,37,Colgate,56
2016-01-03,Drake,62,Illinois St.,67
2016-01-03,Arizona St.,82,Arizona,94
2016-01-03,Bradley,58,Wichita St.,85
2016-01-03,Harvard,62,Vermont,65
2016-01-03,Washington,87,Southern California,85
2016-01-03,Hampton,59,Princeton,89
2016-01-03,South Dakota St.,63,Western Ill.,59
2016-01-03,UAB,78,Middle Tenn.,67
2016-01-03,FIU,76,Fla. Atlantic,59
2016-01-03,UTSA,85,Rice,80
2016-01-03,UTEP,84,North Texas,75
2016-01-03,Ohio St.,75,Illinois,73
2016-01-03,La Salle,67,Massachusetts,74
2016-01-03,Neb. Omaha,76,IUPUI,71
2016-01-03,Oregon St.,70,Oregon,57
2016-01-03,George Washington,69,Fordham,63
2016-01-03,California,71,Utah,58
2016-01-03,Louisville,65,Wake Forest,57
2016-01-03,Oral Roberts,84,South Dakota,94
2016-01-03,Grand Canyon,74,Bethune-Cookman,53
2016-01-03,Washington St.,85,UCLA,78
2016-01-03,Stanford,55,Colorado,56
2016-01-04,Kennesaw St.,103,Reinhardt,71
2016-01-04,St. Francis (PA),84,Sacred Heart,80
2016-01-04,Fairfield,97,Dartmouth,85
2016-01-04,Mt. St. Mary&#039;s,44,St. Francis (NY),40
2016-01-04,Central Conn. St.,67,Long Island,76
2016-01-04,Monmouth,81,Canisius,66
2016-01-04,Florida St.,90,North Carolina,106
2016-01-04,Iona,65,Niagara,52
2016-01-04,Oakland,98,Youngstown St.,100
2016-01-04,Manhattan,92,Siena,87
2016-01-04,Marist,60,St. Peter&#039;s,68
2016-01-04,TCU,87,West Virginia,95
2016-01-04,Quinnipiac,64,Rider,60
2016-01-04,Delaware St.,93,Baptist Bible (PA),44
2016-01-04,Fairleigh Dickinson,80,Bryant,85
2016-01-04,Robert Morris,69,Wagner,72
2016-01-04,Detroit,88,Cleveland St.,80
2016-01-04,Southeastern La.,69,Stephen F. Austin,89
2016-01-04,Milwaukee,76,Northern Ky.,67
2016-01-04,Northwestern St.,79,Sam Houston St.,94
2016-01-04,N.C. Central,68,East Tenn. St.,72
2016-01-04,Green Bay,76,Wright St.,68
2016-01-04,Lamar,64,New Orleans,68
2016-01-04,Mississippi Val.,66,Ark.-Pine Bluff,60
2016-01-04,Jackson St.,67,Alabama A&amp;M,66
2016-01-04,Grambling,84,Alabama St.,81
2016-01-04,Prairie View,71,Southern U.,65
2016-01-04,Virginia Tech,70,Virginia,68
2016-01-04,Texas Southern,74,Alcorn St.,58
2016-01-04,Kansas,109,Oklahoma,106
2016-01-05,Rhode Island,77,Richmond,65
2016-01-05,Saint Joseph&#039;s,82,VCU,85
2016-01-05,Jacksonville,84,Trinity Baptist,45
2016-01-05,S.C. Upstate,78,N.C. A&amp;T,68
2016-01-05,FGCU,104,Webber Int&#039;l,59
2016-01-05,Auburn,69,South Carolina,81
2016-01-05,VMI,61,Wofford,65
2016-01-05,UNC Greensboro,67,Furman,66
2016-01-05,Indiana,59,Wisconsin,58
2016-01-05,Florida A&amp;M,61,Savannah St.,58
2016-01-05,Norfolk St.,74,Princeton,83
2016-01-05,Providence,64,Marquette,65
